"","x"
"154","favorite"
"155","NOThorrible"
"156","NOTtell"
"157","NOTkitchen"
"158","situation"
"159","NOTimpressed"
"160","NOTwaiter"
"161","crap"
"162","response"
"163","watched"
"164","below"
"165","tells"
"166","NOTwalked"
"167","NOTorders"
"168","inedible"
"169","NOTreceived"
"170","awesome"
"171","NOTapology"
"172","excellent"
"173","sadly"
"174","NOTterrible"
"175","apologized"
"176","NOTphone"
"177","NOTcalled"
"178","NOTpaid"
"179","hoping"
"180","highly"
"181","NOTpoor"
"182","send"
"183","NOTready"
"184","receipt"
"185","stated"
"186","NOTestablishment"
"187","NOTpaying"
"188","NOTsaying"
"189","unprofessional"
"190","ruined"
"191","undercooked"
"192","garbage"
"193","NOThelp"
"194","NOToffered"
"195","poorly"
"196","driver"
"197","nobody"
"198","shocked"
"199","sucked"
"200","HORRIBLE"
"201","NOTattitude"
"202","eventually"
"203","excuse"
"204","NOTcard"
"205","unacceptable"
"206","NOTworking"
"207","WORST"
"208","calling"
"209","0"
"210","grease"
"211","industry"
"212","annoyed"
"213","handed"
"214","NOTstore"
"215","shit"
"216","messed"
"217","yuck"
"218","continued"
"219","NOTok"
"220","trash"
"221","uncomfortable"
"222","NOTwaited"
"223","crappy"
"224","McDonald's"
"225","NOTemployees"
"226","corporate"
"227","NOTword"
"228","failed"
"229","loved"
"230","NOTbland"
"231","NOTsat"
"232","NOTsorry"
"233","NOTapologize"
"234","NOTcharged"
"235","NOTproperly"
"236","pointed"
"237","security"
"238","NOThappened"
"239","downhill"
"240","flag"
"241","mushy"
"242","filthy"
"243","burned"
"244","NOTtaken"
"245","edible"
"246","alright"
"247","appeared"
"248","nope"
"249","NOTmanagement"
"250","NOTowner"
"251","contact"
"252","NOTsick"
"253","NOTtoday"
"254","NOTtreated"
"255","desk"
"256","NOTattention"
"257","NOTdirty"
"258","NOTjob"
"259","stupid"
"260","replied"
"261","asks"
"262","NOTbarely"
"263","NOTwhatsoever"
"264","WTF"
"265","NOTrefill"
"266","lacked"
"267","rubbery"
"268","angry"
"269","acted"
"270","disaster"
"271","screw"
"272","NOTclue"
"273","NOTzero"
"274","pissed"
"275","microwave"
"276","walks"
"277","female"
"278","rip"
"279","wasted"
"280","email"
"281","EVER"
"282","gratuity"
"283","NOTsense"
"284","NOTdeserve"
"285","pathetic"
"286","watery"
"287","broken"
"288","disgusted"
"289","hopes"
"290","NOTawful"
"291","wonderful"
"292","hung"
"293","McDonalds"
"294","NOTarrived"
"295","NOTbartender"
"296","NOTcorrect"
"297","DO"
"298","kidding"
"299","managers"
"300","spit"
"301","watered"
"302","NOTthank"
"303","approached"
"304","NOTseasoning"
"305","NOTsmile"
"306","NOTAGAIN"
"307","NOTbag"
"308","perfect"
"309","restroom"
"310","yelled"
"311","canned"
"312","NOThostess"
"313","NOTNOT"
"314","NOTstarted"
"315","NOTchecked"
"316","lukewarm"
"317","meh"
"318","NOTclosed"
"319","NOTcredit"
"320","NOTfinally"
"321","NOTnegative"
"322","rudely"
"323","attempt"
"324","NOTexcuse"
"325","NOTlonger"
"326","NOTworse"
"327","ill"
"328","TERRIBLE"
"329","fault"
"330","NOTmistake"
"331","overly"
"332","subpar"
"333","yelling"
"334","lousy"
"335","NOTanswer"
"336","NOTclearly"
"337","NOTreceive"
"338","NOTrefund"
"339","nowhere"
"340","thrown"
"341","policy"
"342","NOTEVER"
"343","NOThair"
"344","problems"
"345","tipped"
"346","male"
"347","oily"
"348","blah"
"349","NOTlack"
"350","NOTrefills"
"351","rushed"
"352","annoying"
"353","fail"
"354","microwaved"
"355","NOTspeak"
"356","incorrect"
"357","NOT0"
"358","throwing"
"359","unfriendly"
"360","frustrated"
"361","anymore"
"362","boring"
"363","charging"
"364","NOTsupposed"
"365","unpleasant"
"366","account"
"367","advised"
"368","NOTemployee"
"369","NOTgreeted"
"370","politely"
"371","address"
"372","chances"
"373","insisted"
"374","NOTsays"
"375","suck"
"376","ugh"
"377","disappeared"
"378","NOTleaving"
"379","embarrassed"
"380","NOTdisgusting"
"381","cancel"
"382","NOTliterally"
"383","NOTreceipt"
"384","cardboard"
"385","NOTcontact"
"386","NOTdiscount"
"387","NOTguests"
"388","removed"
"389","screwed"
"390","shitty"
"391","message"
"392","NOTapologies"
"393","NOTcoupon"
"394","NOTsent"
"395","should've"
"396","unfortunate"
"397","NOTallowed"
"398","NOTmenus"
"399","bills"
"400","fantastic"
"401","freezer"
"402","fucking"
"403","NOTHERE"
"404","silverware"
"405","unhappy"
"406","BAD"
"407","charges"
"408","comp"
"409","hire"
"410","NOTacknowledge"
"411","NOTcrap"
"412","NOTdeliver"
"413","NOTsituation"
"414","overrated"
"415","reheated"
"416","responded"
"417","bother"
"418","NOTturned"
"419","apologetic"
"420","what"
"421","YOU"
"422","declined"
"423","forced"
"424","NOTedible"
"425","NOTmins"
"426","NOTnapkins"
"427","terribly"
"428","flies"
"429","miserable"
"430","NOTacknowledged"
"431","NOTreturned"
"432","NOTupset"
"433","twenty"
"434","horrendous"
"435","mistakes"
"436","NOTallow"
"437","NOTsend"
"438","NOTshowed"
"439","reply"
"440","ripped"
"441","apologize"
"442","duty"
"443","horribly"
"444","laughing"
"445","potential"
"446","comped"
"447","fishy"
"448","hated"
"449","ID"
"450","ignore"
"451","NOTmin"
"452","toilet"
"453","condescending"
"454","luke"
"455","NOTcleaned"
"456","NOTGO"
"457","NOTmediocre"
"458","rubber"
"459","staring"
"460","weak"
"461","acknowledged"
"462","NOTburnt"
"463","NOTnasty"
"464","NOTpar"
"465","NOTresponse"
"466","NOTtelling"
"467","tone"
"468","attempted"
"469","frustrating"
"470","spilled"
"471","straw"
"472","WAY"
"473","acknowledge"
"474","argued"
"475","confirmed"
"476","NOTclear"
"477","NOTgreet"
"478","replace"
"479","saving"
"480","unbelievable"
"481","AND"
"482","apology"
"483","AVOID"
"484","awkward"
"485","bothered"
"486","NOThonor"
"487","unable"
"488","existent"
"489","NOTinterested"
"490","NOTtill"
"491","occupied"
"492","remove"
"493","arguing"
"494","bug"
"495","cell"
"496","dump"
"497","limp"
"498","NOTfoot"
"499","NOTlady"
"500","strike"
"501","voice"
"502","badly"
"503","NOToverpriced"
"504","understaffed"
"505","argue"
"506","COLD"
"507","insult"
"508","NOTappetite"
"509","NOTexplanation"
"510","NOTshit"
"511","NOTtonight"
"512","refuse"
"513","clueless"
"514","department"
"515","NOTEAT"
"516","NOTgross"
"517","assumed"
"518","atrocious"
"519","cockroach"
"520","embarrassing"
"521","idiot"
"522","irritated"
"523","meanwhile"
"524","NOTarrive"
"525","NOTdollars"
"526","NOTeffort"
"527","NOTplaced"
"528","NOTrefilled"
"529","NOTrespect"
"530","NOTstep"
"531","placing"
"532","receiving"
"533","RUDE"
"534","slimy"
"535","solid"
"536","THIS"
"537","wtf"
"538","inattentive"
"539","laughed"
"540","NOTbothered"
"541","NOTfloor"
"542","NOThello"
"543","NOTobviously"
"544","NOTspent"
"545","OMG"
"546","wilted"
"547","code"
"548","drenched"
"549","hospital"
"550","NO"
"551","NOTappetizing"
"552","NOTBACK"
"553","NOTTO"
"554","rotten"
"555","NOTgloves"
"556","NOTmachine"
"557","NOTNEVER"
"558","NOTNO"
"559","TO"
"560","wasting"
"561","yummy"
"562","flagged"
"563","incident"
"564","matters"
"565","NOTapologized"
"566","NOTtraining"
"567","confirm"
"568","NOTlisten"
"569","NOTskills"
"570","obnoxious"
"571","risk"
"572","staffed"
"573","supposedly"
"574","too"
"575","attitudes"
"576","fuck"
"577","IS"
"578","NOTattempt"
"579","NOTsilverware"
"580","NOTtasteless"
"581","appalled"
"582","behavior"
"583","claimed"
"584","grace"
"585","ignoring"
"586","lesson"
"587","NOTTHIS"
"588","outrageous"
"589","eh"
"590","lame"
"591","locked"
"592","repeatedly"
"593","stared"
"594","AWFUL"
"595","desired"
"596","diarrhea"
"597","fifteen"
"598","NOThealth"
"599","overcharged"
"600","severely"
"601","AWAY"
"602","bouncer"
"603","dissatisfied"
"604","lied"
"605","mush"
"606","nerve"
"607","NOTpoisoning"
"608","NOTrequested"
"609","NOTridiculous"
"610","NOTthru"
"611","NOTwebsite"
"612","NOTworkers"
"613","computer"
"614","honor"
"615","NOTcorrectly"
"616","NOTflag"
"617","NOThost"
"618","NOTignored"
"619","NOTtrust"
"620","perfectly"
"621","repeated"
"622","replacement"
"623","stating"
"624","caused"
"625","crawling"
"626","disrespectful"
"627","NOTashamed"
"628","NOTcups"
"629","NOTgreeting"
"630","NOTregister"
"631","NOTthrew"
"632","rudest"
"633","voucher"
"634","WAS"
"635","WHAT"
"636","contacted"
"637","denied"
"638","dripping"
"639","inform"
"640","NOTacceptable"
"641","NOTbought"
"642","NOTcashier"
"643","NOTputting"
"644","NOTsad"
"645","processed"
"646","underwhelming"
"647","AGAIN"
"648","chewing"
"649","error"
"650","incompetent"
"651","inconvenience"
"652","lamp"
"653","NOTANY"
"654","NOThell"
"655","NOTPLACE"
"656","NOTproper"
"657","NOTsight"
"658","NOTwashing"
"659","PLACE"
"660","swimming"
"661","advertise"
"662","cancelled"
"663","corrected"
"664","flavorful"
"665","insulting"
"666","lie"
"667","LOVE"
"668","NOTprepare"
"669","NOTrepeat"
"670","NOTwritten"
"671","ruin"
"672","STAY"
"673","WE"
"674","advertising"
"675","blame"
"676","grossed"
"677","horrid"
"678","iceberg"
"679","NOTanytime"
"680","NOTcompany"
"681","NOTGroupon"
"682","NOTinformed"
"683","NOTpoorly"
"684","NOTsub"
"685","NOTsupport"
"686","ache"
"687","bugs"
"688","concerns"
"689","disorganized"
"690","explanation"
"691","gloves"
"692","lacking"
"693","NOTcalling"
"694","NOTcomp"
"695","NOTID"
"696","NOTshut"
"697","NOTstandards"
"698","police"
"699","vomiting"
"700","WILL"
"701","applebee's"
"702","backed"
"703","downright"
"704","dumb"
"705","hassle"
"706","homemade"
"707","IN"
"708","incredible"
"709","inquired"
"710","NOTbasic"
"711","NOTcrappy"
"712","NOTMcDonald's"
"713","omg"
"714","questioned"
"715","remake"
"716","tacky"
"717","teeth"
"718","unappetizing"
"719","WRONG"
"720","ZERO"
"721","arrogant"
"722","dumped"
"723","freezing"
"724","loudly"
"725","lying"
"726","NOTbelow"
"727","NOTcooks"
"728","NOTdisappointing"
"729","NOThire"
"730","NOTinedible"
"731","NOTran"
"732","NOTrefused"
"733","NOTspoke"
"734","NOTthrown"
"735","NOTwasted"
"736","NOTwoman"
"737","offended"
"738","roach"
"739","STILL"
"740","thirty"
"741","unimpressed"
"742","unorganized"
"743","YOUR"
"744","AFTER"
"745","apologizing"
"746","bye"
"747","injury"
"748","NOTcared"
"749","NOTcharges"
"750","NOTcomplained"
"751","NOTfollow"
"752","NOThelping"
"753","NOTstood"
"754","NOTsucks"
"755","NOTwash"
"756","outback"
"757","payment"
"758","print"
"759","quote"
"760","rang"
"761","skimpy"
"762","stare"
"763","uncooked"
"764","ANY"
"765","casual"
"766","confirmation"
"767","excuses"
"768","hairs"
"769","inconsistent"
"770","mystery"
"771","NOTaddress"
"772","NOTchildren"
"773","NOTcleaning"
"774","NOTdropped"
"775","NOTmessed"
"776","NOTunprofessional"
"777","NOTwearing"
"778","reaction"
"779","slowest"
"780","supervisor"
"781","yell"
"782","accommodating"
"783","busser"
"784","claims"
"785","dust"
"786","expired"
"787","how"
"788","inappropriate"
"789","NOTapologetic"
"790","NOTargue"
"791","NOTconcern"
"792","NOTdriver"
"793","NOTemail"
"794","NOTindustry"
"795","NOTre"
"796","NOTrisk"
"797","NOTtips"
"798","pains"
"799","phones"
"800","shrugged"
"801","bare"
"802","bizarre"
"803","crying"
"804","dealing"
"805","fabulous"
"806","false"
"807","forks"
"808","inspection"
"809","loss"
"810","notified"
"811","NOTmemorable"
"812","NOTneither"
"813","NOTpink"
"814","NOTstale"
"815","NOTTHE"
"816","OVER"
"817","redeeming"
"818","remade"
"819","rudeness"
"820","sending"
"821","assistant"
"822","attempts"
"823","GROSS"
"824","hidden"
"825","improve"
"826","interrupted"
"827","lid"
"828","NOTadvertised"
"829","NOTcode"
"830","NOTdebit"
"831","NOTnobody"
"832","NOTOK"
"833","NOTours"
"834","NOTpositive"
"835","NOTson"
"836","NOTtalked"
"837","NOTtoilet"
"838","NOTtrash"
"839","proceeds"
"840","scam"
"841","touched"
"842","bouncers"
"843","expressed"
"844","FOR"
"845","FOREVER"
"846","NOTacknowledgement"
"847","NOTcharging"
"848","NOTchecks"
"849","NOTcomped"
"850","NOTdead"
"851","NOTgarbage"
"852","NOTherself"
"853","NOTlearn"
"854","NOTtrain"
"855","piss"
"856","racist"
"857","rich"
"858","smelly"
"859","trap"
"860","vomit"
"861","05"
"862","accused"
"863","appalling"
"864","cigarette"
"865","CUSTOMER"
"866","DISGUSTING"
"867","measly"
"868","mgr"
"869","NOTblah"
"870","notch"
"871","NOTexplained"
"872","NOTflavorless"
"873","NOTloyal"
"874","NOTmanner"
"875","NOTposted"
"876","NOTproduct"
"877","NOTsecurity"
"878","NOTstupid"
"879","NOTwasting"
"880","ordered"
"881","refunded"
"882","sh"
"883","TIME"
"884","unappealing"
"885","unsanitary"
"886","45pm"
"887","adequate"
"888","ARE"
"889","cutlery"
"890","dominos"
"891","flavourless"
"892","gray"
"893","homeless"
"894","idiots"
"895","ignorant"
"896","jobs"
"897","manager's"
"898","mcdonalds"
"899","ME"
"900","misleading"
"901","nie"
"902","NOTenter"
"903","NOThanded"
"904","NOTmanagers"
"905","NOTrudely"
"906","NOTtrained"
"907","observed"
"908","OF"
"909","ON"
"910","rancid"
"911","slop"
"912","strikes"
"913","texting"
"914","wiped"
"915","apparent"
"916","c'mon"
"917","dissapointed"
"918","emailed"
"919","horrific"
"920","hygiene"
"921","lackluster"
"922","MY"
"923","NOTA"
"924","NOTchild"
"925","NOTembarrassed"
"926","NOThappening"
"927","NOThype"
"928","NOTpm"
"929","NOTremotely"
"930","NOTspectacular"
"931","NOTthird"
"932","NOTwipe"
"933","NOTyelling"
"934","NOTYOU"
"935","officially"
"936","percent"
"937","redeem"
"938","ruining"
"939","smallest"
"940","smh"
"941","THEN"
"942","VERY"
"943","yum"
"944","2.5"
"945","absurd"
"946","BEWARE"
"947","defensive"
"948","demanded"
"949","disgust"
"950","drain"
"951","incorrectly"
"952","interaction"
"953","NOTact"
"954","NOTannoyed"
"955","NOTbroken"
"956","NOTcommunication"
"957","NOTearned"
"958","NOTexaggerating"
"959","NOTfavor"
"960","NOTill"
"961","NOTinformation"
"962","NOTjoke"
"963","NOTMcDonalds"
"964","NOTrave"
"965","NOTsite"
"966","NOTtemperature"
"967","NOTwaters"
"968","outdated"
"969","payed"
"970","sigh"
"971","SUCKS"
"972","tipping"
"973","bride"
"974","counted"
"975","desperate"
"976","disgrace"
"977","DONT"
"978","failure"
"979","foul"
"980","frustration"
"981","GM"
"982","kam"
"983","kicker"
"984","NOTangry"
"985","NOTcalls"
"986","NOTcompensation"
"987","NOTcoupons"
"988","NOTexist"
"989","NOTguest"
"990","NOTremoved"
"991","NOTreply"
"992","NOTundercooked"
"993","packets"
"994","passable"
"995","roaches"
"996","rushing"
"997","severe"
"998","soap"
"999","someplace"
"1000","THEY"
"1001","abysmal"
"1002","aggressive"
"1003","argument"
"1004","blamed"
"1005","decides"
"1006","dennys"
"1007","disinterested"
"1008","dreadful"
"1009","elderly"
"1010","insulted"
"1011","losing"
"1012","NOTanswered"
"1013","NOTanybody"
"1014","NOTbills"
"1015","NOTcontinued"
"1016","NOTdance"
"1017","NOTdidnt"
"1018","NOTFOOD"
"1019","NOTgroupon"
"1020","NOThung"
"1021","NOTinconvenience"
"1022","NOTlikely"
"1023","NOTManager"
"1024","NOTpolitely"
"1025","NOTpresent"
"1026","NOTremove"
"1027","NOTrespond"
"1028","NOTstated"
"1029","NOTwet"
"1030","plague"
"1031","proof"
"1032","rant"
"1033","receipts"
"1034","sees"
"1035","snotty"
"1036","towel"
"1037","unseasoned"
"1038","15pm"
"1039","attempting"
"1040","audacity"
"1041","causing"
"1042","cons"
"1043","drowned"
"1044","gum"
"1045","NOTbus"
"1046","NOTCOME"
"1047","NOTcorporate"
"1048","NOTdesire"
"1049","NOTgift"
"1050","NOThandling"
"1051","NOTinterest"
"1052","NOTpointed"
"1053","NOTpolicy"
"1054","NOTrecommending"
"1055","NOTreplace"
"1056","NOTreserved"
"1057","NOTtipped"
"1058","NOTtone"
"1059","pleased"
"1060","proceed"
"1061","shoved"
"1062","slapped"
"1063","SLOW"
"1064","underwhelmed"
"1065","uninspired"
"1066","waved"
"1067","20min"
"1068","ALL"
"1069","beg"
"1070","bothering"
"1071","CLOSED"
"1072","cockroaches"
"1073","compelled"
"1074","copy"
"1075","domino's"
"1076","fails"
"1077","favorites"
"1078","fees"
"1079","headache"
"1080","i've"
"1081","inexperienced"
"1082","NOTBell"
"1083","NOTburned"
"1084","NOTcompensate"
"1085","NOTlacking"
"1086","NOTlights"
"1087","NOTmember"
"1088","NOTMONEY"
"1089","NOTpersonality"
"1090","NOTreceiving"
"1091","NOTripped"
"1092","NOTWAY"
"1093","overpowering"
"1094","pointing"
"1095","preface"
"1096","purposely"
"1097","reluctantly"
"1098","snapped"
"1099","sorely"
"1100","speaker"
"1101","stingy"
"1102","surly"
"1103","transaction"
"1104","ultimately"
"1105","ummm"
"1106","unimpressive"
"1107","unsatisfied"
"1108","wouldnt"
"1109","yikes"
"1110","yrs"
"1111","YUCK"
"1112","30min"
"1113","baffled"
"1114","BEST"
"1115","do"
"1116","embarrassment"
"1117","favourite"
"1118","furious"
"1119","gag"
"1120","guards"
"1121","inexcusable"
"1122","NOPE"
"1123","NOTbehavior"
"1124","NOTcosts"
"1125","NOTcourtesy"
"1126","NOTexcuses"
"1127","NOTmessage"
"1128","NOTproceeded"
"1129","NOTRECOMMEND"
"1130","NOTrudeness"
"1131","NOTsaved"
"1132","NOTscrewed"
"1133","NOTsticks"
"1134","NOTtray"
"1135","NOTvoice"
"1136","NOTWORST"
"1137","offensive"
"1138","ordeal"
"1139","physically"
"1140","pros"
"1141","ringing"
"1142","schlecht"
"1143","solution"
"1144","touching"
"1145","upsetting"
"1146","wiping"
"1147","„É"
"1148","brushed"
"1149","bullshit"
"1150","carpet"
"1151","communicate"
"1152","counting"
"1153","daughter's"
"1154","depressing"
"1155","disrespect"
"1156","execution"
"1157","FAIL"
"1158","HOUR"
"1159","kevin"
"1160","MANY"
"1161","messing"
"1162","minuten"
"1163","moldy"
"1164","MONEY"
"1165","NOTappeared"
"1166","NOTbags"
"1167","NOTcars"
"1168","NOTclients"
"1169","NOTduty"
"1170","NOTgratuity"
"1171","NOThoping"
"1172","NOTjustify"
"1173","NOTmistakes"
"1174","NOTprinted"
"1175","NOTruined"
"1176","NOTwow"
"1177","popeyes"
"1178","promising"
"1179","pushy"
"1180","refuses"
"1181","repeating"
"1182","slam"
"1183","umm"
"1184","walmart"
"1185","washing"
"1186","AT"
"1187","bait"
"1188","billed"
"1189","blizzard"
"1190","blond"
"1191","camera"
"1192","canceled"
"1193","flirting"
"1194","haired"
"1195","indication"
"1196","irritating"
"1197","marginal"
"1198","mistaken"
"1199","NOTapologizing"
"1200","NOTcancel"
"1201","NOTcanned"
"1202","NOTcheaper"
"1203","NOTcleared"
"1204","NOTdesk"
"1205","NOTdime"
"1206","NOTfired"
"1207","NOTlanguage"
"1208","NOTlistened"
"1209","NOTpresence"
"1210","NOTrip"
"1211","NOTscrew"
"1212","NOTticket"
"1213","NOTtowels"
"1214","NOTunhappy"
"1215","NOTunpleasant"
"1216","NOTwashed"
"1217","NOTyell"
"1218","OUT"
"1219","RAW"
"1220","reported"
"1221","robertos"
"1222","rosati's"
"1223","safety"
"1224","sentence"
"1225","shaking"
"1226","shocking"
"1227","smelt"
"1228","squished"
"1229","stares"
"1230","threatened"
"1231","treating"
"1232","TWICE"
"1233","utter"
"1234","violations"
"1235","bagged"
"1236","bleeding"
"1237","BS"
"1238","busboy"
"1239","continually"
"1240","disbelief"
"1241","displeasure"
"1242","disturbing"
"1243","evidently"
"1244","FIRST"
"1245","GO"
"1246","HAIR"
"1247","HELL"
"1248","mandatory"
"1249","MINUTES"
"1250","NOTallergies"
"1251","NOTAT"
"1252","NOTcleanliness"
"1253","NOTco"
"1254","NOTgarnish"
"1255","NOTignore"
"1256","NOTinform"
"1257","NOTintroduce"
"1258","NOTmicrowaved"
"1259","NOTpatron"
"1260","NOTpoured"
"1261","NOTremake"
"1262","NOTring"
"1263","NOTshitty"
"1264","NOTsoap"
"1265","NOTspit"
"1266","NOTSTARS"
"1267","NOTsucked"
"1268","NOTtouched"
"1269","NOTyelled"
"1270","NOTYOUR"
"1271","occurred"
"1272","operate"
"1273","outstanding"
"1274","perfection"
"1275","phenomenal"
"1276","pitiful"
"1277","returns"
"1278","robbed"
"1279","SAME"
"1280","screamed"
"1281","stolen"
"1282","stunned"
"1283","teaspoon"
"1284","unapologetic"
"1285","unhelpful"
"1286","untouched"
"1287","useless"
"1288","verify"
"1289","zipps"
"1290","15.00"
"1291","advertisement"
"1292","alarm"
"1293","alerted"
"1294","blatantly"
"1295","blocked"
"1296","cheated"
"1297","chill"
"1298","collect"
"1299","COMPLETELY"
"1300","contacting"
"1301","contamination"
"1302","decline"
"1303","dishonest"
"1304","eat24"
"1305","emergency"
"1306","EXPERIENCE"
"1307","forgiving"
"1308","HER"
"1309","HERE"
"1310","hooters"
"1311","horrified"
"1312","incompetence"
"1313","indifferent"
"1314","MAKE"
"1315","MISTAKE"
"1316","NOTacknowledging"
"1317","NOTagreed"
"1318","NOTapproached"
"1319","NOTBE"
"1320","NOTbelong"
"1321","NOTbody"
"1322","NOTdisrespect"
"1323","NOTF"
"1324","NOTfollowed"
"1325","NOTgas"
"1326","NOTheated"
"1327","NOTincorrect"
"1328","NOTluster"
"1329","NOTmanners"
"1330","NOTpatronize"
"1331","NOTprofessionalism"
"1332","NOTresponsibility"
"1333","NOTtherefore"
"1334","NOTTIME"
"1335","NOTtomorrow"
"1336","NOTwarning"
"1337","NOTwatched"
"1338","odor"
"1339","persons"
"1340","positives"
"1341","practices"
"1342","recommendations"
"1343","resolve"
"1344","roadhouse"
"1345","stinks"
"1346","substandard"
"1347","swallow"
"1348","THERE"
"1349","visibly"
"1350","WTH"
"1351","yuk"
"1352","3.5"
"1353","30mins"
"1354","admitted"
"1355","AMAZING"
"1356","artificial"
"1357","blank"
"1358","buyer"
"1359","clue"
"1360","confronted"
"1361","dispute"
"1362","drowning"
"1363","FOUR"
"1364","gristle"
"1365","KIDDING"
"1366","laying"
"1367","livid"
"1368","mold"
"1369","nickel"
"1370","nightmares"
"1371","nonexistent"
"1372","NOTbegan"
"1373","NOTcaring"
"1374","NOTcell"
"1375","NOTchatting"
"1376","NOTCOMING"
"1377","NOTdelay"
"1378","NOTdump"
"1379","NOTencountered"
"1380","NOTfactor"
"1381","NOTfilthy"
"1382","NOTforced"
"1383","NOTgirlfriend"
"1384","NOThospitality"
"1385","NOTlukewarm"
"1386","NOTNOTHING"
"1387","NOTpayment"
"1388","NOTpreparing"
"1389","NOTrectify"
"1390","NOTregarding"
"1391","NOTreplacement"
"1392","NOTservices"
"1393","NOTstraw"
"1394","NOTtells"
"1395","NOTtipping"
"1396","NOTtouching"
"1397","NOTtreatment"
"1398","NOTwarn"
"1399","NOTWORTH"
"1400","poop"
"1401","puddle"
"1402","puking"
"1403","radius"
"1404","secret"
"1405","suffer"
"1406","tad"
"1407","tait"
"1408","teenage"
"1409","unaware"
"1410","unwilling"
"1411","valid"
"1412","WANT"
"1413","witness"
"1414","abruptly"
"1415","ABSOLUTELY"
"1416","affordable"
"1417","applebees"
"1418","bleh"
"1419","bomb"
"1420","careless"
"1421","choked"
"1422","claiming"
"1423","conditions"
"1424","culver's"
"1425","destroyed"
"1426","DISAPPOINTED"
"1427","disrespected"
"1428","entitled"
"1429","exceptional"
"1430","forty"
"1431","gummy"
"1432","hiring"
"1433","instructed"
"1434","intentionally"
"1435","knowledgeable"
"1436","mc"
"1437","miserably"
"1438","NEW"
"1439","NOT1st"
"1440","NOTacted"
"1441","NOTadvertise"
"1442","NOTbooked"
"1443","NOTcaused"
"1444","NOTdisappoint"
"1445","NOTdownright"
"1446","NOTelse's"
"1447","NOTfigured"
"1448","NOTFOR"
"1449","NOTgrabbed"
"1450","NOThalfway"
"1451","NOThide"
"1452","NOTHING"
"1453","NOThuman"
"1454","NOTinsult"
"1455","NOTIT"
"1456","NOTnapkin"
"1457","NOTnecessarily"
"1458","NOTnuggets"
"1459","NOTpassing"
"1460","NOTpissed"
"1461","NOTpolice"
"1462","NOTprint"
"1463","NOTpriority"
"1464","NOTresponded"
"1465","NOTsatisfaction"
"1466","NOTshower"
"1467","NOTstaffed"
"1468","NOTstare"
"1469","NOTsupervisor"
"1470","NOTtimely"
"1471","NOTunacceptable"
"1472","NOTZERO"
"1473","OUR"
"1474","painful"
"1475","painfully"
"1476","praying"
"1477","recieved"
"1478","responsible"
"1479","sewer"
"1480","silence"
"1481","stains"
"1482","STAR"
"1483","tilted"
"1484","unremarkable"
"1485","unsatisfying"
"1486","upfront"
"1487","voicemail"
"1488","wad"
"1489","welcoming"
"1490","15min"
"1491","180"
"1492","absent"
"1493","amateur"
"1494","apologizes"
"1495","assigned"
